,ID,Latitude,Longitude,date,.geo,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
1651,200,7.6822,38.011,2017-11-05,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.01099981068879,7.682238996117723]}",0.14260277,0.23059374,0.1559,0.1254,0.1202,0.1208,0.14490001,0.21069375,0.24379376,0.1967,0.27575624,0.081337504
1652,200,7.6822,38.011,2017-11-08,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.01099981068879,7.682238996117723]}",0.10620278,0.20674999,0.14011875,0.1069,0.1023,0.1082,0.12568125,0.178175,0.20201875,0.1861,0.2277875,0.08918403
1653,200,7.6822,38.011,2017-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.01099981068879,7.682238996117723]}",0.13214307,0.2418125,0.1674375,0.1212,0.1186,0.126,0.1505375,0.20481876,0.23638749,0.2172,0.27268127,0.10234583
1654,200,7.6822,38.011,2017-11-13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.01099981068879,7.682238996117723]}",0.10333889,0.22178125,0.15214375,0.0997,0.0994,0.1068,0.12718125,0.17610624,0.19997501,0.1958,0.22763124,0.08006736
1655,200,7.6822,38.011,2017-11-15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.01099981068879,7.682238996117723]}",0.12406597,0.24464375,0.17270625,0.1047,0.0954,0.0978,0.14662501,0.199725,0.22948125,0.1687,0.2534625,0.14099374
1656,200,7.6822,38.011,2017-11-18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.01099981068879,7.682238996117723]}",0.11810695,0.213525,0.15093125,0.1033,0.0974,0.1022,0.136325,0.17973125,0.1997875,0.1595,0.22704999,0.12946944
1657,200,7.6822,38.011,2017-11-20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.01099981068879,7.682238996117723]}",0.126975,0.25363123,0.18170625,0.1156,0.1152,0.1262,0.15251249,0.1975625,0.225375,0.2069,0.2583875,0.13144444
1658,200,7.6822,38.011,2017-11-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.01099981068879,7.682238996117723]}",0.113934025,0.24281876,0.1678125,0.1041,0.1074,0.1229,0.14040625,0.1844125,0.2092875,0.215,0.23983751,0.09216458
1659,200,7.6822,38.011,2017-11-25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.01099981068879,7.682238996117723]}",0.15390834,0.28389376,0.1917125,0.1403,0.1361,0.149,0.1748,0.2308375,0.263125,0.244,0.29543123,0.09874375
1660,200,7.6822,38.011,2017-11-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.01099981068879,7.682238996117723]}",0.13072431,0.2582,0.1697125,0.1183,0.1111,0.1232,0.15134375,0.1994375,0.23121876,0.1918,0.26468125,0.08212986
1661,201,7.7486,38.127,2017-10-21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.12700469409624,7.748606838403315]}",0.1268125,0.25701562,0.171399995,0.1143,0.1105,0.1136,0.1430125,0.21019062,0.24129375,0.2374,0.26816249999999997,0.07414688
1662,201,7.7486,38.127,2017-10-26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.12700469409624,7.748606838403315]}",0.12250833,0.23751876,0.16606875,0.1074,0.1083,0.1113,0.1485125,0.20628125,0.23089062500000002,0.2336,0.26296875,0.10398333200000001
1663,201,7.7486,38.127,2017-10-31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.12700469409624,7.748606838403315]}",0.12182084,0.26324063,0.17568437,0.1103,0.111,0.12085,0.14690313,0.201268755,0.22665313,0.2296,0.26935001000000003,0.07485
1664,201,7.7486,38.127,2017-11-05,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.12700469409624,7.748606838403315]}",0.14298645999999998,0.270690615,0.180434375,0.129,0.1264,0.1401,0.16553125,0.221915625,0.24062187499999999,0.249,0.27320625,0.07904375
1665,201,7.7486,38.127,2017-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.12700469409624,7.748606838403315]}",0.1343875,0.27882813500000003,0.19845312999999998,0.1236,0.1243,0.1419,0.16753125,0.212309375,0.23952812,0.2456,0.27299061999999996,0.10139792
1666,201,7.7486,38.127,2017-11-15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.12700469409624,7.748606838403315]}",0.12529271,0.28503126,0.2036625,0.1197,0.1209,0.14565,0.17452812499999998,0.21460311999999998,0.23966874999999999,0.24935000000000002,0.2686625,0.124113535
1667,201,7.7486,38.127,2017-11-20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.12700469409624,7.748606838403315]}",0.12579376,0.28323124,0.210543745,0.1184,0.1199,0.1426,0.16896875,0.206740635,0.2320625,0.2402,0.26108750000000003,0.116760414
1668,202,7.7838,38.141,2017-10-21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.140988570904476,7.7838190256749655]}",0.117545833,0.16917812999999998,0.10887812499999999,0.1018,0.0954,0.08925,0.10869687750000001,0.181771875,0.21314688,0.1921,0.23633125,0.06944479
1669,202,7.7838,38.141,2017-10-26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.140988570904476,7.7838190256749655]}",0.119433336,0.178124995,0.11644062499999999,0.1008,0.09755,0.0894,0.11743437300000001,0.195865625,0.21847187499999998,0.2064,0.24439375,0.10287084
1670,202,7.7838,38.141,2017-10-31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.140988570904476,7.7838190256749655]}",0.1121218725,0.168212505,0.10908437500000001,0.0976,0.0932,0.0873,0.106303125,0.1790875,0.2041625,0.18285,0.22853125000000002,0.07073125
1671,202,7.7838,38.141,2017-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.140988570904476,7.7838190256749655]}",0.12599374,0.17994375,0.119721875,0.11085,0.1047,0.1009,0.12304999999999999,0.18792500499999998,0.220978125,0.19235,0.239018745,0.09480833
1672,202,7.7838,38.141,2017-11-15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.140988570904476,7.7838190256749655]}",0.115966667,0.17408125000000002,0.11565,0.0975,0.0921,0.0903,0.115759375,0.187946875,0.215128125,0.1953,0.229612505,0.122059375
1673,202,7.7838,38.141,2017-11-20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.140988570904476,7.7838190256749655]}",0.115202084,0.172403125,0.11860000000000001,0.101,0.09555,0.0957,0.116909375,0.176928125,0.19941562499999999,0.17365,0.22450625000000002,0.11266978999999999
1674,202,7.7838,38.141,2017-11-25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.140988570904476,7.7838190256749655]}",0.13243958,0.19066563,0.128706255,0.1157,0.1087,0.1074,0.12966875,0.189003135,0.2188875,0.1683,0.2421125,0.083459372
1675,203,7.9446,38.259,2017-10-21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.25896180852407,7.944588164127405]}",0.24823868,0.273175,0.20375,0.2358,0.2179,0.2085,0.23008125,0.2816125,0.3125375,0.3219,0.32605624,0.11481825
1676,203,7.9446,38.259,2017-10-26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.25896180852407,7.944588164127405]}",0.112956256,0.202875,0.13261876,0.0986,0.1071,0.1099,0.1446125,0.22317499,0.25799376,0.2712,0.2874875,0.13136874
1677,203,7.9446,38.259,2017-10-31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.25896180852407,7.944588164127405]}",0.10950486,0.20745625,0.1329,0.0983,0.1056,0.1139,0.14733124,0.2161,0.2530625,0.2674,0.28916252,0.08426041
1678,203,7.9446,38.259,2017-11-15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.25896180852407,7.944588164127405]}",0.115483336,0.22919375,0.15094374,0.112,0.1182,0.1497,0.1700875,0.22708125,0.25560623,0.2718,0.2853125,0.13737153
1679,203,7.9446,38.259,2017-11-20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.25896180852407,7.944588164127405]}",0.11378264,0.23463126,0.15145625,0.1098,0.1224,0.1549,0.1741875,0.222325,0.253875,0.2768,0.28865,0.13373542
1680,204,8.2231,38.473,2017-10-06,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.472988613274495,8.223143254853527]}",0.12213889,0.0695125,0.0382625,0.0923,0.0786,0.0617,0.073775,0.13210626,0.15621251,0.1469,0.16668124,0.050970137
1681,204,8.2231,38.473,2017-10-26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.472988613274495,8.223143254853527]}",0.13925208,0.19654375,0.13010624,0.1252,0.1271,0.1381,0.15441875,0.23740625,0.26901874,0.2709,0.29118127,0.12158264
1682,204,8.2231,38.473,2017-10-31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.472988613274495,8.223143254853527]}",0.11755347,0.15755625,0.100187495,0.1003,0.1028,0.0998,0.11749375,0.18183126,0.22489375,0.2328,0.24474375,0.0670118
1683,204,8.2231,38.473,2017-11-05,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.472988613274495,8.223143254853527]}",0.11903958,0.0615625,0.0337375,0.0938,0.0788,0.0662,0.0746,0.10740624,0.122225,0.1202,0.1221625,0.038839582
1684,204,8.2231,38.473,2017-11-15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.472988613274495,8.223143254853527]}",0.12523402,0.172225,0.10944375,0.1036,0.1,0.1062,0.13538125,0.20002499,0.2311375,0.2535,0.2510625,0.11977848
1685,204,8.2231,38.473,2017-11-20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.472988613274495,8.223143254853527]}",0.12540834,0.1705125,0.11811875,0.1122,0.1055,0.1201,0.13751875,0.19264999,0.22065,0.2103,0.23646875,0.12110625
1686,204,8.2231,38.473,2017-11-25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.472988613274495,8.223143254853527]}",0.20942986,0.28628123,0.1901,0.2032,0.1986,0.2121,0.231625,0.28865623,0.32023123,0.3375,0.34378126,0.12652916
1687,205,8.3479,38.564,2017-10-21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.564006183555485,8.347894752876817]}",0.15151875,0.28401875,0.18037501,0.1725,0.1667,0.1612,0.20005,0.29110625,0.32849374,0.3318,0.35920626,0.10388125
1688,205,8.3479,38.564,2017-10-26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.564006183555485,8.347894752876817]}",0.1197375,0.23175001,0.146075,0.1016,0.1039,0.1038,0.14925,0.23324375,0.26796874,0.2646,0.29866877,0.12310625
1689,205,8.3479,38.564,2017-10-31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.564006183555485,8.347894752876817]}",0.11208125,0.23031874,0.1364875,0.0939,0.0962,0.0961,0.13513125,0.21324375,0.2524,0.2486,0.2917375,0.07816875
1690,205,8.3479,38.564,2017-11-05,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.564006183555485,8.347894752876817]}",0.13109376,0.24803124,0.1513625,0.1108,0.1129,0.1186,0.156075,0.2300625,0.2669125,0.2691,0.30525002,0.0853
1691,205,8.3479,38.564,2017-11-15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.564006183555485,8.347894752876817]}",0.121225,0.2927,0.20113125,0.1209,0.1263,0.1524,0.17815624,0.23833126,0.2718875,0.2866,0.3064625,0.13804375
1692,205,8.3479,38.564,2017-11-20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.564006183555485,8.347894752876817]}",0.1230375,0.3111375,0.21689375,0.1264,0.1369,0.1733,0.1916,0.2444375,0.27138126,0.287,0.31218123,0.1488375
1693,205,8.3479,38.564,2017-11-25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.564006183555485,8.347894752876817]}",0.27136874,0.4443375,0.32268125,0.315,0.3049,0.3248,0.35104376,0.40343127,0.43904373,0.4561,0.46824375,0.1463875
1694,206,8.3974,38.607,2017-10-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.60700573890084,8.397416880082826]}",0.14695625,0.19925,0.11148125,0.1215,0.1258,0.1057,0.15223125,0.27733123,0.32545,0.314,0.36056876,0.09848333
1695,206,8.3974,38.607,2017-10-21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.60700573890084,8.397416880082826]}",0.11459375,0.174575,0.095575,0.0932,0.0994,0.087,0.12864375,0.22930625,0.26513124,0.2688,0.3006625,0.08574167
1696,206,8.3974,38.607,2017-10-26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.60700573890084,8.397416880082826]}",0.11924792,0.1851,0.10666875,0.0985,0.105,0.1028,0.15181875,0.24031875,0.2778875,0.2803,0.31268126,0.12336875
1697,206,8.3974,38.607,2017-10-31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.60700573890084,8.397416880082826]}",0.11183125,0.1861125,0.1028125,0.0948,0.1018,0.1046,0.14166251,0.22430626,0.2630375,0.2588,0.29794374,0.075654164
1698,206,8.3974,38.607,2017-11-05,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.60700573890084,8.397416880082826]}",0.117547914,0.04344375,0.02385625,0.089,0.0744,0.0594,0.068,0.090875,0.09885625,0.0916,0.104674995,0.025864584
1699,206,8.3974,38.607,2017-11-15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.60700573890084,8.397416880082826]}",0.11868959,0.21789375,0.131825,0.1071,0.1158,0.1329,0.17833126,0.23868126,0.2683875,0.274,0.30323124,0.12634167
1700,206,8.3974,38.607,2017-11-20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.60700573890084,8.397416880082826]}",0.11996875,0.25255623,0.15840624,0.1132,0.1225,0.144,0.1929,0.24279375,0.2676375,0.2828,0.30443752,0.14452499
1701,207,8.4503,38.615,2017-10-06,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.615037555530115,8.450339038823413]}",0.122617364,0.110024996,0.0658,0.0948,0.0865,0.0702,0.09615,0.15656875,0.18991874,0.1765,0.19123125,0.06750139
1702,207,8.4503,38.615,2017-10-21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.615037555530115,8.450339038823413]}",0.11145555,0.18716875,0.1167625,0.0927,0.0979,0.0901,0.1303375,0.19531874,0.21760625,0.2309,0.245675,0.08902361
1703,207,8.4503,38.615,2017-10-26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.615037555530115,8.450339038823413]}",0.1315139,0.21973126,0.1508125,0.1096,0.1156,0.1208,0.16441876,0.2349375,0.26905,0.2671,0.29698125,0.14226528
1704,207,8.4503,38.615,2017-10-31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.615037555530115,8.450339038823413]}",0.108075,0.19199374,0.12150625,0.093,0.0989,0.1087,0.1358125,0.18745625,0.21625625,0.225,0.23065001,0.07643542
1705,207,8.4503,38.615,2017-11-05,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.615037555530115,8.450339038823413]}",0.2557111,0.2775875,0.21065626,0.1944,0.1804,0.1833,0.231,0.2929625,0.32504374,0.3031,0.35723126,0.1397736
1706,207,8.4503,38.615,2017-11-15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.615037555530115,8.450339038823413]}",0.11695972,0.262575,0.1872375,0.127,0.1409,0.1807,0.19503126,0.231375,0.26088125,0.2732,0.28744376,0.13537848
1707,207,8.4503,38.615,2017-11-20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.615037555530115,8.450339038823413]}",0.11644305,0.28263125,0.1954125,0.1335,0.1567,0.2057,0.20890625,0.2378,0.264125,0.302,0.29644376,0.14715764
1708,208,8.4529,38.615,2017-10-06,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.61503504361085,8.452871679651635]}",0.13476667,0.20092501,0.1226625,0.1175,0.1146,0.1057,0.13134375,0.2294125,0.26205,0.2239,0.287425,0.09870764
1709,208,8.4529,38.615,2017-10-21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.61503504361085,8.452871679651635]}",0.1155375,0.17564374,0.111150004,0.0987,0.0969,0.0874,0.11386875,0.18646875,0.22231875,0.2097,0.24518125,0.08060764
1710,208,8.4529,38.615,2017-10-26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.61503504361085,8.452871679651635]}",0.25477916,0.40889376,0.300475,0.2568,0.2517,0.2651,0.312025,0.37748125,0.4067375,0.3949,0.4328375,0.2420243
1711,208,8.4529,38.615,2017-10-31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.61503504361085,8.452871679651635]}",0.11317708,0.17641251,0.111925,0.0944,0.0935,0.0886,0.11305,0.17893751,0.1979875,0.186,0.23031875,0.069875
1712,208,8.4529,38.615,2017-11-15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.61503504361085,8.452871679651635]}",0.11884444,0.18805,0.12575,0.1021,0.0974,0.1019,0.124325,0.1830625,0.20522499,0.1701,0.22435,0.119117364
1713,208,8.4529,38.615,2017-11-20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.61503504361085,8.452871679651635]}",0.12077431,0.1922,0.13204375,0.098,0.0989,0.1006,0.1275375,0.17995624,0.20805626,0.1927,0.2279125,0.13064376
1714,209,8.5907,38.615,2017-10-06,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.6149880244077,8.59071929581301]}",0.167725,0.2530875,0.15315625,0.1637,0.1595,0.1462,0.18351251,0.2827375,0.31327498,0.3223,0.33914375,0.11198334
1715,209,8.5907,38.615,2017-10-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.6149880244077,8.59071929581301]}",0.12920626,0.20240626,0.108456254,0.107,0.1141,0.0969,0.14256251,0.253825,0.29750627,0.3057,0.3374125,0.079595834
1716,209,8.5907,38.615,2017-10-21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.6149880244077,8.59071929581301]}",0.121779166,0.2220375,0.1253375,0.103,0.1117,0.1147,0.15375,0.23825625,0.2761625,0.2929,0.316575,0.08426875
1717,209,8.5907,38.615,2017-10-26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.6149880244077,8.59071929581301]}",0.11959583,0.22725625,0.13924375,0.1038,0.1118,0.124,0.1606375,0.22796875,0.25771874,0.2797,0.2844625,0.124864586
1718,209,8.5907,38.615,2017-10-31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.6149880244077,8.59071929581301]}",0.11550833,0.2453125,0.15239374,0.0973,0.0999,0.1148,0.15015624,0.2016,0.2299,0.2338,0.26530626,0.07123958
1719,209,8.5907,38.615,2017-11-15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.6149880244077,8.59071929581301]}",0.12216666,0.2715875,0.1811,0.1071,0.1121,0.1418,0.17048751,0.21119376,0.237725,0.2451,0.2677125,0.115033336
1720,209,8.5907,38.615,2017-11-20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.6149880244077,8.59071929581301]}",0.12355416,0.292925,0.1995625,0.117,0.1246,0.1596,0.18113124,0.21625625,0.23863749,0.2645,0.27380624,0.13244791
1721,209,8.5907,38.615,2017-11-25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.6149880244077,8.59071929581301]}",0.19288124,0.3380875,0.22623125,0.1566,0.1626,0.1911,0.2320625,0.27969375,0.31438127,0.3152,0.35555,0.114225
1722,210,8.6213,38.639,2017-10-06,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.63904185646132,8.62131503741781]}",0.108432636,0.05865,0.029375,0.0806,0.0665,0.048,0.061325,0.1002,0.1131375,0.1058,0.1166625,0.035745136
1723,210,8.6213,38.639,2017-10-11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.63904185646132,8.62131503741781]}",0.16778542,0.27296248,0.1582,0.176,0.1638,0.1384,0.180375,0.3082875,0.35958126,0.3768,0.39505625,0.10533889
1724,210,8.6213,38.639,2017-10-21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.63904185646132,8.62131503741781]}",0.107856944,0.0677375,0.03355,0.0875,0.0717,0.0542,0.0651,0.0980375,0.1096375,0.1195,0.11020625,0.035634723
1725,210,8.6213,38.639,2017-10-26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.63904185646132,8.62131503741781]}",0.12005625,0.22139375,0.14119999,0.0997,0.0995,0.0918,0.14050625,0.22203125,0.2536125,0.2485,0.2817375,0.1251993
1726,210,8.6213,38.639,2017-10-31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.63904185646132,8.62131503741781]}",0.114497915,0.2269,0.14331874,0.095,0.0968,0.0918,0.13353126,0.20675625,0.24201876,0.2299,0.27405,0.07568542
1727,210,8.6213,38.639,2017-11-05,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.63904185646132,8.62131503741781]}",0.2021729,0.28285626,0.20336251,0.1819,0.1875,0.2013,0.22816876,0.30464375,0.3419375,0.3078,0.37156877,0.10242639
1728,210,8.6213,38.639,2017-11-15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.63904185646132,8.62131503741781]}",0.118652776,0.2332625,0.15578125,0.099,0.0995,0.1061,0.1481625,0.21198125,0.243975,0.2394,0.2726,0.12309167
1729,210,8.6213,38.639,2017-11-20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.63904185646132,8.62131503741781]}",0.1178125,0.22928125,0.14913125,0.0949,0.0953,0.101,0.14220001,0.21105625,0.24106875,0.2437,0.26976874,0.1342257
1730,210,8.6213,38.639,2017-11-25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.63904185646132,8.62131503741781]}",0.1799618,0.1247875,0.0764,0.147,0.134,0.135,0.137575,0.16295625,0.1767625,0.1701,0.18615,0.060174305
1731,211,8.6835,38.596,2017-10-06,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.59598661674853,8.683502043423534]}",0.12199028,0.17305624,0.11071875,0.0981,0.0943,0.0866,0.1196125,0.194475,0.224775,0.2001,0.2422125,0.083093055
1732,211,8.6835,38.596,2017-10-21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.59598661674853,8.683502043423534]}",0.098770134,0.03935625,0.0236625,0.0754,0.0587,0.0453,0.05228125,0.0701375,0.07876875,0.0752,0.079375,0.023004167
1733,211,8.6835,38.596,2017-10-26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.59598661674853,8.683502043423534]}",0.12842639,0.20295626,0.13644375,0.1117,0.113,0.1171,0.1565,0.22055,0.2358875,0.2414,0.26809373,0.13002709
1734,211,8.6835,38.596,2017-10-31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.59598661674853,8.683502043423534]}",0.11951458,0.20335,0.1256375,0.1047,0.1097,0.1204,0.1488875,0.20438126,0.22491251,0.2384,0.250525,0.074486114
1735,211,8.6835,38.596,2017-11-05,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.59598661674853,8.683502043423534]}",0.13620208,0.079131246,0.044150002,0.1055,0.0899,0.081,0.093862504,0.118149996,0.13229375,0.125,0.13931875,0.0395375
1736,211,8.6835,38.596,2017-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.59598661674853,8.683502043423534]}",0.12872778,0.2053375,0.13164376,0.114,0.1238,0.1355,0.16256249,0.20979375,0.238425,0.2475,0.27163124,0.094031945
1737,211,8.6835,38.596,2017-11-15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.59598661674853,8.683502043423534]}",0.12502778,0.21056876,0.13505626,0.1058,0.1111,0.1254,0.16419375,0.22515,0.251125,0.2358,0.2729125,0.14310487
1738,211,8.6835,38.596,2017-11-20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.59598661674853,8.683502043423534]}",0.1265132,0.22786875,0.1542875,0.1118,0.1173,0.1279,0.16346875,0.22054374,0.2322,0.2418,0.25781876,0.14496736
1739,211,8.6835,38.596,2017-11-25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.59598661674853,8.683502043423534]}",0.13231319,0.09865625,0.0590625,0.1012,0.088,0.085,0.099168755,0.1268375,0.133175,0.1146,0.1468875,0.056341667
1740,212,8.7375,38.649,2017-10-06,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.64902231670086,8.737463138611362]}",0.11799166,0.1597875,0.0903125,0.0929,0.0942,0.0714,0.11439375,0.21729375,0.256725,0.2815,0.27749375,0.0901125
1741,212,8.7375,38.649,2017-10-21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.64902231670086,8.737463138611362]}",0.11194097,0.16598125,0.09878125,0.0917,0.0946,0.0866,0.114956245,0.1876125,0.21730626,0.2338,0.24579374,0.09028472
1742,212,8.7375,38.649,2017-10-31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.64902231670086,8.737463138611362]}",0.1133,0.16929376,0.10010625,0.0954,0.0952,0.0958,0.120637506,0.18279375,0.21541876,0.23,0.23979375,0.07039653
1743,212,8.7375,38.649,2017-11-05,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.64902231670086,8.737463138611362]}",0.16604236,0.24748752,0.15396875,0.1378,0.1311,0.137,0.17963125,0.2531125,0.29053125,0.2855,0.32415,0.096845835
1744,212,8.7375,38.649,2017-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.64902231670086,8.737463138611362]}",0.12594028,0.2034375,0.12866876,0.1076,0.1067,0.1172,0.14061876,0.195375,0.22401251,0.2301,0.2407875,0.09389236
1745,212,8.7375,38.649,2017-11-15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.64902231670086,8.737463138611362]}",0.12262639,0.19834375,0.12946875,0.0995,0.099,0.1088,0.1424875,0.1936125,0.217725,0.2285,0.24286875,0.12797777
1746,212,8.7375,38.649,2017-11-20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.64902231670086,8.737463138611362]}",0.123806946,0.19026875,0.12294375,0.1031,0.1025,0.1022,0.13490625,0.18916875,0.21470624,0.2174,0.23519374,0.1313868
1747,212,8.7375,38.649,2017-11-25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.64902231670086,8.737463138611362]}",0.14340347,0.22981876,0.14586875,0.1252,0.1243,0.1407,0.1709875,0.22358125,0.251375,0.2459,0.27921873,0.09776389
1748,213,8.8088,38.643,2017-10-06,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.643044752931466,8.808822858557013]}",0.11680625,0.1531375,0.081625,0.0932,0.0948,0.0773,0.1169625,0.23639375,0.28760624,0.2773,0.3189,0.093875
1749,213,8.8088,38.643,2017-10-21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.643044752931466,8.808822858557013]}",0.11168056,0.16225626,0.09353125,0.0906,0.0929,0.0884,0.12180625,0.19964375,0.23734376,0.2452,0.27574998,0.09476597
1750,213,8.8088,38.643,2017-10-31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.643044752931466,8.808822858557013]}",0.11522083,0.17605625,0.09929375,0.0981,0.1038,0.1139,0.14539374,0.2061625,0.23726876,0.235,0.27469376,0.074693054
1751,213,8.8088,38.643,2017-11-05,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.643044752931466,8.808822858557013]}",0.18272361,0.27404374,0.1778875,0.1481,0.1557,0.1866,0.2272875,0.2974875,0.34408748,0.3251,0.3932875,0.11435903
1752,213,8.8088,38.643,2017-11-10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.643044752931466,8.808822858557013]}",0.124539584,0.214225,0.12268125,0.1141,0.1228,0.1611,0.18415625,0.22355625,0.2530375,0.2594,0.2941125,0.09910486
1753,213,8.8088,38.643,2017-11-15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.643044752931466,8.808822858557013]}",0.12569375,0.24220625,0.15178749,0.1218,0.1342,0.1783,0.2020375,0.23795626,0.2646625,0.2708,0.2975375,0.13511597
