ID,Latitude,Longitude,VH,VV,date,.geo
527,8.2794,38.371,-13.735132756873378,-5.889055778104436,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.37101657404878,8.279439869296212]}"
528,8.3078,38.382,-18.106720796093217,-11.643443083218102,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.381959424735435,8.307767537704105]}"
529,8.352,38.38,-12.794134936922324,-12.063635320402764,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.379982821158016,8.35199400667757]}"
530,8.4079,38.357,-14.519467063561574,-14.36037960583192,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.3570045310555,8.407944897073433]}"
531,8.4617,38.392,-14.100628443470654,-8.847082581827012,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.39198166139783,8.461727015860538]}"
532,8.499,38.392,-17.836263565697536,-10.076501766063055,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.392013934238285,8.49899183828902]}"
533,8.5105,38.394,-15.102796378135375,-4.869027876396057,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.39399466293795,8.51048187220759]}"
534,8.5244,38.395,-27.425886186883663,-13.991832710989234,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.394972197729665,8.52441244077829]}"
687,8.6282,38.515,-21.45381020552827,-10.825401182563056,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.51495836394257,8.628236358533337]}"
688,8.6292,38.333,-24.570979992049175,-15.132166476271363,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.33300507842258,8.629229497521775]}"
689,8.6494,38.574,-22.396484381684783,-11.569665952597871,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.574010908475294,8.649381360154527]}"
690,8.6867,38.589,-16.8341377086654,-12.069262415412505,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.588967594657525,8.686663219989217]}"
691,8.708,38.252,-16.46844380361034,-16.9523965318707,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.2519634547385,8.708038627297315]}"
692,8.7543,38.654,-19.972777916960577,-15.020802157479077,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.65399079993779,8.754294428323517]}"
693,8.8022,38.558,-18.667354079128916,-11.972102607610752,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.55801597419931,8.802223126650215]}"
694,8.8554,38.658,-19.623893366813206,-10.47566891475974,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.6579892368069,8.855421504375604]}"
695,9.0211,37.328,-11.33465846193474,-9.62423951799257,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.32803373818012,9.021098483626123]}"
696,9.0225,37.444,-22.930060420872223,-22.93521299895072,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.44399013237612,9.022511982861277]}"
697,9.0225,37.444,-22.930060420872223,-22.93521299895072,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.44399013237612,9.022511982861277]}"
698,9.026,37.448,-13.967228201356408,-8.11291623177904,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.44797734028555,9.02596476967826]}"
699,9.0444,37.452,-15.261140916156515,-8.430596259143996,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.45199149082904,9.044427214335839]}"
700,9.0446,37.452,-15.231208832445873,-13.926866523843092,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.45199071799388,9.044608049264472]}"
701,9.0547,37.422,-18.804131753900037,-8.901030134023724,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.42202122507478,9.05469747571672]}"
702,9.0549,37.422,-15.83169226707187,-12.22687951409502,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.42202043637133,9.054878307946703]}"
703,9.0828,37.391,-14.493299729744471,-11.257139621525834,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.39096968253485,9.082772272758747]}"
704,9.1489,37.298,-16.306322806253387,-11.425239597584142,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.29796349854066,9.148893860232928]}"
705,9.1491,37.298,-19.76911706647851,-12.79642234782607,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.29796263884838,9.149074680248832]}"
741,8.6023,38.019,-19.394764316532378,-8.754219658503805,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.01899165593662,8.602327551290259]}"
742,8.6296,38.54,-15.46686442411942,-9.955593854197048,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.54004132178876,8.629623990848245]}"
743,8.6423,38.068,-15.959262068889696,-12.711027984199868,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.06796394150782,8.642333846690681]}"
744,8.643,38.114,-19.169684775791655,-13.362102067298265,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.11403944861005,8.64298582086178]}"
745,9.0617,37.082,-13.635235837769455,-10.606342803918222,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.08200085539476,9.061662511418174]}"
746,9.0731,37.558,-17.388249991998862,-16.26937085407295,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.558029599926606,9.073071722673447]}"
747,9.0847,37.502,-15.636884481694027,-7.795561255193508,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.502034863569556,9.084691642148348]}"
748,9.1852,37.328,-14.209727926515027,-12.972289122925272,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.32799898125782,9.1851989514127]}"
749,9.4933,37.461,-14.764093046693576,-10.68381242176132,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.46104357526279,9.493302386134017]}"
750,9.4997,37.461,-17.31430619958659,-12.123108256637964,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.461014912243485,9.499721891907061]}"
751,9.5206,37.389,-15.853634467797235,-9.527489783100975,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.38896698178092,9.520644673170365]}"
752,9.5271,37.389,-12.493823958652404,-8.175001508122348,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.389027968394686,9.52706436633692]}"
753,9.5306,37.487,-14.447518973619822,-13.612369192445698,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.487018577648115,9.530577617035558]}"
754,9.5308,37.487,-15.120071009953836,-11.093319131867643,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.48701778096318,9.530758450030321]}"
755,9.5628,37.492,-17.341822165439606,-12.98515503826853,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.491977758282964,9.562788041516896]}"
756,9.5629,37.492,-18.58397234956579,-12.691455735754875,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.49197735988103,9.562878458055284]}"
757,9.5775,37.513,-14.892476506637646,-9.345236513176868,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.51295681035816,9.57752636539675]}"
758,9.5777,37.513,-14.032695429763464,-9.182966645447662,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.51295602339922,9.577707200061957]}"
759,9.5778,37.142,-15.599997579318902,-9.302934911126426,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.14202740722508,9.577817199079783]}"
760,9.578,37.142,-16.061891438327727,-14.800801048072028,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.14202642399671,9.577997999343408]}"
761,9.6042,37.185,-19.977385397396617,-8.196913034737022,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.18497038406903,9.604171570412063]}"
762,9.6069,37.184,-12.799645798524056,-11.353665652849106,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.18404502237252,9.606878853483687]}"
763,9.6133,37.227,-15.72582897979013,-15.2437808841173,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.227008084716886,9.613339850918498]}"
764,9.6134,37.227,-14.505466241243688,-12.427889935537216,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.22700761381082,9.613430255142756]}"
765,9.6206,37.519,-15.533587975069771,-11.999585715805845,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.5189645623762,9.62059158306172]}"
766,9.6207,37.52,-17.138865827645503,-8.37541795260838,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.519966381771425,9.620686296569897]}"
767,9.6458,37.267,-10.574192907102946,-7.968770118493513,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.267016840477176,9.645818585878704]}"
768,9.6525,37.294,-13.179959616019994,-8.468394133513105,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.294042681360104,9.652462968400284]}"
769,9.6556,37.513,-12.170860925289894,-12.318494985265648,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.51298026994255,9.655557917212978]}"
770,9.6558,37.513,-17.955422959517485,-12.37358794327018,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.51297907971771,9.655829167991284]}"
771,9.67,37.315,-16.588751751617078,-11.82833629446186,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.31500211405673,9.670015399167141]}"
773,9.7083,37.558,-17.873515397226996,-12.91535498685455,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.5580429449339,9.708283817476092]}"
779,9.7489,37.546,-15.359891485359212,-8.488956684347883,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.54601947140285,9.748921768941903]}"
780,9.7489,37.879,-11.59380173734463,-6.973601922244638,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.879003333906695,9.748912925445168]}"
784,9.7917,37.506,-13.986705763731218,-8.961179519064434,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.50599744427358,9.79169723751982]}"
785,9.7918,37.501,-15.382156496971868,-12.868780337806797,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.50098346762578,9.791765558773163]}"
809,8.8927,37.559,-14.239867552389452,-10.132280527750163,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.5590153309442,8.892680537504566]}"
810,8.9686,37.497,-16.32058923093169,-11.35624633258654,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.496966544853464,8.968570259606395]}"
811,8.9782,37.632,-15.76580717617964,-12.492767993632372,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.63198372876406,8.978227779657729]}"
812,8.9801,37.689,-16.357140816933693,-12.912062880067223,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.68900340606835,8.980062367481766]}"
813,8.9851,37.726,-15.44450347704916,-11.28812217782308,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.72600380602954,8.985075121011896]}"
814,9.0011,37.104,-17.970584450081123,-10.977320730400438,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.10396288071603,9.001116342476502]}"
815,9.0511,37.185,-23.431562668954815,-9.269071249609986,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.18500883844689,9.05106796747482]}"
816,9.0544,37.066,-11.853239223188908,-6.0771687982064435,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.0660329146371,9.05443674342489]}"
817,9.0561,37.401,-12.78176875806729,-11.185760611272045,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.40100296317937,9.056143381237343]}"
818,9.0564,37.0,-14.858850540335846,-9.3567713668622,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.99999757640333,9.05643231682103]}"
819,9.0564,37.063,-19.73614225501221,-11.461562846598865,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.06302119130876,9.056409648159951]}"
820,9.0597,36.998,-18.332446841751015,-8.550911910697415,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.9979789118584,9.059675601838283]}"
821,9.4908,37.333,-12.992451678823606,-7.658724654296879,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.333006876169684,9.49081706111587]}"
822,9.4909,37.033,-27.310744303274287,-16.387713175064906,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.032955059436,9.490886125638973]}"
823,9.4974,36.998,-20.394116126935938,-13.270149203641514,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.99804354202411,9.497377395465666]}"
824,9.4983,37.088,-16.007531907233833,-8.598865602645745,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.088003047770556,9.498332930655028]}"
825,9.5006,37.001,-21.180429160291133,-13.51745465042421,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.0010299087245,9.500558342510812]}"
826,9.5013,37.021,-18.93393528930109,-17.24632074706706,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.02096703417722,9.501304578339996]}"
827,9.5039,37.055,-16.17302204885012,-10.816208616568128,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.05500796935027,9.503936447233198]}"
828,9.504,37.056,-17.9913310355539,-9.409558926284742,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.05600908631574,9.50403241741573]}"
829,9.5056,37.006,-13.903905674419148,-12.44740826195465,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.006009052579344,9.505558577324502]}"
830,9.5062,37.045,-19.96064621266106,-11.723390454478286,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.04497838519228,9.506230827416852]}"
831,9.5185,37.067,-12.494122754878305,-13.22888062128828,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.067037344995825,9.518467098356497]}"
832,9.5417,37.067,-16.341390588533848,-11.560909180411834,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.06699763433059,9.541699488072972]}"
833,9.5756,37.071,-12.050992908241508,-6.861788045566915,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.070995751842986,9.575621417242122]}"
834,9.5756,37.072,-16.499345879490445,-5.29754162933321,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.071997597901216,9.575626986916838]}"
835,9.5997,37.07,-16.773211702242858,-12.371723856788336,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.07004009008652,9.599662275251008]}"
836,9.5997,37.07,-16.773211702242858,-12.371723856788336,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.07004009008652,9.599662275251008]}"
837,9.6253,37.068,-20.365627850425355,-12.10751343710131,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.067981633882034,9.625324085171087]}"
838,9.6469,37.08,-15.8807324281696,-7.915703942200146,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.07997499306285,9.64690607119417]}"
839,9.668,37.125,-21.689634598061765,-12.985581320400094,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.12504386942672,9.66803712449312]}"
840,9.6691,37.14,-15.43324081760538,-13.402205915421286,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.13997960805929,9.66911270055262]}"
841,9.6756,37.122,-20.095181176387136,-13.642387455350008,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.12199526622889,9.675614193754814]}"
842,9.6797,37.084,-16.831112086323678,-12.266009028699012,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.083979741564505,9.6797433911744]}"
843,9.6828,37.078,-22.05587111962199,-16.445888242011236,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.078040415476146,9.682783761601394]}"
844,9.6889,37.14,-16.62717935147632,-11.302504269099384,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.139961774322245,9.688910684154857]}"
845,8.7717,36.494,-18.01413440095589,-10.86166169159192,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.49402321370392,8.771730101583504]}"
846,8.8176,36.481,-13.695930771709032,-8.21488111780948,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.480995180890915,8.817640699696868]}"
847,8.8413,36.482,-12.837045018237257,-7.242840263460051,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.4820155245785,8.841323947274802]}"
848,8.8642,36.477,-24.39095004457275,-13.841120169262584,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.47704386314301,8.864243845271263]}"
849,8.9428,36.482,-15.798046197676657,-10.0603563620318,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.481957942806325,8.942806497324085]}"
850,8.9614,36.5,-15.628818418128809,-10.560210749114262,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.5000076332263,8.961363958472365]}"
851,8.9617,36.485,-20.340286527394355,-11.332160491817076,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.485008841634375,8.961714067461749]}"
852,8.9668,37.92,-21.429463746719016,-12.868588350135193,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.91998052107115,8.96679292344794]}"
853,8.9958,37.061,-13.686163579109632,-8.429598118458147,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.0609803291996,8.995830036477285]}"
854,9.0411,37.111,-13.814607930373176,-5.497349575989462,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.11102948227829,9.041111119838783]}"
855,9.0419,37.122,-13.50746272414078,-4.291038013524171,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.12202960188053,9.041890860930861]}"
856,9.055,37.112,-14.637447174696929,-11.709921297876033,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.111957227731374,9.055038065045077]}"
857,9.0566,38.499,-15.698066536258924,-10.691304168279334,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.499020091601224,9.056579270960844]}"
858,9.1853,37.332,-15.2776027230501,-10.095806824550031,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.332002034390825,9.185307876780477]}"
859,9.2322,36.809,-17.84890170096645,-9.195642987457278,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.80895666040289,9.232225966197284]}"
860,9.2817,37.115,-17.993884322362167,-10.40444295303168,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.115036017076115,9.281695003981179]}"
861,9.2818,37.115,-21.41068287281534,-8.863058377640138,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.115035534019924,9.2817854042286]}"
862,9.3172,37.122,-12.980458732164385,-8.769038892128002,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.12203619267529,9.317169847635535]}"
863,9.3447,37.12,-17.66669780503291,-15.1999181263242,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.11997721475264,9.344731844321403]}"
864,9.3447,37.12,-17.66669780503291,-15.1999181263242,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.11997721475264,9.344731844321403]}"
865,9.3447,37.12,-17.66669780503291,-15.1999181263242,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.11997721475264,9.344731844321403]}"
866,9.3447,37.12,-17.66669780503291,-15.1999181263242,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.11997721475264,9.344731844321403]}"
867,9.4036,36.806,-12.084641278864408,-10.34848864197101,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.805976308088304,9.403579762583702]}"
868,9.4523,37.112,-19.681445409089136,-12.426353704829223,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.112021675065414,9.45226816056914]}"
869,9.4981,37.123,-17.49489989363954,-11.651881898832864,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.12297187699029,9.498070414727794]}"
870,9.4981,37.123,-17.49489989363954,-11.651881898832864,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.12297187699029,9.498070414727794]}"
871,9.5397,37.107,-16.71783293963907,-9.220239431194203,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.1069892887789,9.539659250381861]}"
872,9.5398,37.107,-20.988886518609245,-10.544391805726292,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.10698829108024,9.539840047397734]}"
873,9.5483,37.102,-17.42388223717326,-11.78669301242613,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.102023520605506,9.548310706238535]}"
874,9.1778,38.405,-12.343745190085748,-13.21284883707206,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.405008263262,9.177816661004757]}"
875,9.2444,38.394,-11.9590990790382,-9.139596394437188,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.39397242606233,9.244365868167952]}"
876,9.2854,38.377,-16.574355234033696,-10.50329003088281,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.376967206265796,9.285398553615286]}"
877,9.3489,38.355,-16.271797155447214,-12.153765247027454,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.35499924122969,9.348941620697259]}"
878,9.3688,38.353,-13.73785974709477,-5.464311072126195,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.352959054636486,9.368835504214207]}"
882,8.9675,37.522,-13.38884949723747,-11.145792728784512,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.52198019207577,8.96749565538656]}"
883,8.9736,37.482,-12.113072434834288,-6.755649333735643,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.482031247068576,8.973572771714672]}"
884,8.9762,37.587,-19.896263557233553,-14.122823523055704,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.58697191277561,8.976159331566897]}"
885,8.9779,37.683,-22.44721249603792,-15.065222365601771,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.683008460585086,8.977870752172338]}"
886,9.0017,37.466,-21.34707879120278,-10.92837054664023,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.465997840736655,9.001717548084489]}"
887,9.0445,37.452,-14.557009829639387,-10.596652254329232,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.45199110441347,9.044517631800389]}"
888,9.0515,37.442,-18.110163911282875,-12.034603399057788,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.441955405469685,9.051527769255236]}"
889,9.0544,37.423,-17.29849158902725,-10.577830678688692,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.42302295893795,9.054430537795072]}"
890,9.0698,37.401,-14.891884608222464,-9.173063122707935,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.40103352863734,9.069796466408448]}"
891,9.0849,37.391,-16.988393095705728,-13.551797312707937,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.39096000037089,9.08494222314768]}"
892,9.0961,37.372,-18.22445398845521,-11.71692427395496,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.37198862725713,9.096069619741023]}"
908,8.7527,37.534,-16.280066489405616,-5.531268983573811,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.53401776969208,8.752698087493963]}"
909,8.8454,37.726,-13.442308957609582,-6.5484981624787455,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.72603333549746,8.845361041639796]}"
910,8.8578,37.733,-21.6173687979394,-9.779991776460296,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.732991741332945,8.857773610853952]}"
911,8.8634,37.694,-18.165191630984115,-12.648269168454169,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.693965813271404,8.863426847063524]}"
912,8.8753,37.749,-15.251974947547083,-7.029736373398215,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.7490260301248,8.875280738337143]}"
916,8.8785,38.026,-15.497576247925252,-11.682002707921043,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.0259988740534,8.878457473795978]}"
917,8.9208,38.022,-17.297781175251856,-7.644830517316007,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.02197619456644,8.920772295995091]}"
918,8.9281,38.027,-18.638202804450373,-16.758094988195936,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.026958883777375,8.928110919883396]}"
919,8.9309,38.018,-16.87853674173955,-10.076321629063596,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.018038378944425,8.93089102540902]}"
920,8.9433,38.012,-21.5544016492945,-17.214210080919887,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.01200233001623,8.943265056366572]}"
921,8.9737,37.999,-17.586401949595714,-10.316180568786448,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.9990037076062,8.973707744797451]}"
926,8.5048,37.969,-14.567489618569589,-9.378175713701715,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.96900303055345,8.50479412792491]}"
927,8.6169,37.921,-21.704099467558407,-13.399653728762091,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.92099357731283,8.616896991084001]}"
928,8.6386,37.902,-12.676763723656796,-13.14569525456048,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.90202962914964,8.638638514825178]}"
929,8.6718,37.885,-14.783265520446502,-10.802884919497412,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.88502924263517,8.671779484853818]}"
930,8.6865,37.896,-19.29095042770254,-9.57067950840834,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.89598322599983,8.68646199638918]}"
931,8.7196,37.887,-17.240433359229442,-8.406081623054199,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.88697832311087,8.719625802512255]}"
932,8.8748,37.892,-18.29491710835357,-13.784709894962006,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.89197059739809,8.87482798629873]}"
933,8.8785,38.026,-15.497576247925252,-11.682002707921043,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.0259988740534,8.878457473795978]}"
934,8.8952,37.886,-17.795261021747372,-13.126292240529184,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.885998570849594,8.895158108113396]}"
935,8.9452,37.85,-15.328530060226754,-17.010282069947426,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.85001257086504,8.945239544712944]}"
942,8.9452,37.85,-15.328530060226754,-17.010282069947426,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.85001257086504,8.945239544712944]}"
943,9.0645,38.074,-18.441429660199372,-14.114208566558917,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.073997302940356,9.064523727284524]}"
944,9.0718,38.055,-19.449504277808273,-7.604723033089509,2017-10-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.054962445096336,9.07180059406722]}"
